86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
91748 verbose linkMans remove-trailing-separator@1.1.0
91749 silly build normalize-path@2.1.1
91750 info linkStuff normalize-path@2.1.1
91751 silly linkStuff normalize-path@2.1.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91752 silly linkStuff normalize-path@2.1.1 is part of a global install
91753 silly linkStuff normalize-path@2.1.1 is installed into a global node_modules
91754 verbose linkBins normalize-path@2.1.1
91755 verbose linkMans normalize-path@2.1.1
91756 silly build repeat-element@1.1.2
91757 info linkStuff repeat-element@1.1.2
91758 silly linkStuff repeat-element@1.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91759 silly linkStuff repeat-element@1.1.2 is part of a global install
91760 silly linkStuff repeat-element@1.1.2 is installed into a global node_modules
91761 verbose linkBins repeat-element@1.1.2
91762 verbose linkMans repeat-element@1.1.2
91763 silly build repeat-string@1.6.1
91764 info linkStuff repeat-string@1.6.1
91765 silly linkStuff repeat-string@1.6.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91766 silly linkStuff repeat-string@1.6.1 is part of a global install
91767 silly linkStuff repeat-string@1.6.1 is installed into a global node_modules
91768 verbose linkBins repeat-string@1.6.1
91769 verbose linkMans repeat-string@1.6.1
91770 silly build fill-range@2.2.3
91771 info linkStuff fill-range@2.2.3
91772 silly linkStuff fill-range@2.2.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91773 silly linkStuff fill-range@2.2.3 is part of a global install
91774 silly linkStuff fill-range@2.2.3 is installed into a global node_modules
91775 verbose linkBins fill-range@2.2.3
91776 verbose linkMans fill-range@2.2.3
91777 silly build expand-range@1.8.2
91778 info linkStuff expand-range@1.8.2
91779 silly linkStuff expand-range@1.8.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91780 silly linkStuff expand-range@1.8.2 is part of a global install
91781 silly linkStuff expand-range@1.8.2 is installed into a global node_modules
91782 verbose linkBins expand-range@1.8.2
91783 verbose linkMans expand-range@1.8.2
91784 silly build braces@1.8.5
91785 info linkStuff braces@1.8.5
91786 silly linkStuff braces@1.8.5 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91787 silly linkStuff braces@1.8.5 is part of a global install
91788 silly linkStuff braces@1.8.5 is installed into a global node_modules
91789 verbose linkBins braces@1.8.5
91790 verbose linkMans braces@1.8.5
91791 silly build micromatch@2.3.11
91792 info linkStuff micromatch@2.3.11
91793 silly linkStuff micromatch@2.3.11 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91794 silly linkStuff micromatch@2.3.11 is part of a global install
91795 silly linkStuff micromatch@2.3.11 is installed into a global node_modules
91796 verbose linkBins micromatch@2.3.11
91797 verbose linkMans micromatch@2.3.11
91798 silly build anymatch@1.3.2
91799 info linkStuff anymatch@1.3.2
91800 silly linkStuff anymatch@1.3.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91801 silly linkStuff anymatch@1.3.2 is part of a global install
91802 silly linkStuff anymatch@1.3.2 is installed into a global node_modules
91803 verbose linkBins anymatch@1.3.2
91804 verbose linkMans anymatch@1.3.2
91805 silly build align-text@0.1.4
91806 info linkStuff align-text@0.1.4
91807 silly linkStuff align-text@0.1.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91808 silly linkStuff align-text@0.1.4 is part of a global install
91809 silly linkStuff align-text@0.1.4 is installed into a global node_modules
91810 verbose linkBins align-text@0.1.4
91811 verbose linkMans align-text@0.1.4
91812 silly build center-align@0.1.3
91813 info linkStuff center-align@0.1.3
91814 silly linkStuff center-align@0.1.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91815 silly linkStuff center-align@0.1.3 is part of a global install
91816 silly linkStuff center-align@0.1.3 is installed into a global node_modules
91817 verbose linkBins center-align@0.1.3
91818 verbose linkMans center-align@0.1.3
91819 silly build qs@6.5.1
91820 info linkStuff qs@6.5.1
91821 silly linkStuff qs@6.5.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/request/node_modules as its parent node_modules
91822 silly linkStuff qs@6.5.1 is part of a global install
91823 silly linkStuff qs@6.5.1 is installed into a global node_modules
91824 verbose linkBins qs@6.5.1
91825 verbose linkMans qs@6.5.1
91826 silly build uuid@3.2.1
91827 info linkStuff uuid@3.2.1
91828 silly linkStuff uuid@3.2.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/request/node_modules as its parent node_modules
91829 silly linkStuff uuid@3.2.1 is part of a global install
91830 silly linkStuff uuid@3.2.1 is installed into a global node_modules
91831 verbose linkBins uuid@3.2.1
91832 verbose link bins [ { uuid: './bin/uuid' },
91832 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/request/node_modules/.bin',
91832 verbose link bins   false ]
91833 verbose linkMans uuid@3.2.1
91834 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/request/node_modules/.bin/uuid is being purged
91835 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/request/node_modules/.bin/uuid
91836 silly build require-directory@2.1.1
91837 info linkStuff require-directory@2.1.1
91838 silly linkStuff require-directory@2.1.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91839 silly linkStuff require-directory@2.1.1 is part of a global install
91840 silly linkStuff require-directory@2.1.1 is installed into a global node_modules
91841 verbose linkBins require-directory@2.1.1
91842 verbose linkMans require-directory@2.1.1
91843 silly build require-main-filename@1.0.1
91844 info linkStuff require-main-filename@1.0.1
91845 silly linkStuff require-main-filename@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91846 silly linkStuff require-main-filename@1.0.1 is part of a global install
91847 silly linkStuff require-main-filename@1.0.1 is installed into a global node_modules
91848 verbose linkBins require-main-filename@1.0.1
91849 verbose linkMans require-main-filename@1.0.1
91850 silly build resolve@1.1.7
91851 info linkStuff resolve@1.1.7
91852 silly linkStuff resolve@1.1.7 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91853 silly linkStuff resolve@1.1.7 is part of a global install
91854 silly linkStuff resolve@1.1.7 is installed into a global node_modules
91855 verbose linkBins resolve@1.1.7
91856 verbose linkMans resolve@1.1.7
91857 silly build proxyquire@1.7.11
91858 info linkStuff proxyquire@1.7.11
91859 silly linkStuff proxyquire@1.7.11 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91860 silly linkStuff proxyquire@1.7.11 is part of a global install
91861 silly linkStuff proxyquire@1.7.11 is installed into a global node_modules
91862 verbose linkBins proxyquire@1.7.11
91863 verbose linkMans proxyquire@1.7.11
91864 silly build resolve-from@1.0.1
91865 info linkStuff resolve-from@1.0.1
91866 silly linkStuff resolve-from@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91867 silly linkStuff resolve-from@1.0.1 is part of a global install
91868 silly linkStuff resolve-from@1.0.1 is installed into a global node_modules
91869 verbose linkBins resolve-from@1.0.1
91870 verbose linkMans resolve-from@1.0.1
91871 silly build require-uncached@1.0.3
91872 info linkStuff require-uncached@1.0.3
91873 silly linkStuff require-uncached@1.0.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91874 silly linkStuff require-uncached@1.0.3 is part of a global install
91875 silly linkStuff require-uncached@1.0.3 is installed into a global node_modules
91876 verbose linkBins require-uncached@1.0.3
91877 verbose linkMans require-uncached@1.0.3
91878 silly build qs@6.5.1
91879 info linkStuff qs@6.5.1
91880 silly linkStuff qs@6.5.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules as its parent node_modules
91881 silly linkStuff qs@6.5.1 is part of a global install
91882 silly linkStuff qs@6.5.1 is installed into a global node_modules
91883 verbose linkBins qs@6.5.1
91884 verbose linkMans qs@6.5.1
91885 silly build semver@5.5.0
91886 info linkStuff semver@5.5.0
91887 silly linkStuff semver@5.5.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules as its parent node_modules
91888 silly linkStuff semver@5.5.0 is part of a global install
91889 silly linkStuff semver@5.5.0 is installed into a global node_modules
91890 verbose linkBins semver@5.5.0
91891 verbose link bins [ { semver: './bin/semver' },
91891 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin',
91891 verbose link bins   false ]
91892 verbose linkMans semver@5.5.0
91893 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin/semver is being purged
91894 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin/semver
91895 silly build uuid@3.2.1
91896 info linkStuff uuid@3.2.1
91897 silly linkStuff uuid@3.2.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules as its parent node_modules
91898 silly linkStuff uuid@3.2.1 is part of a global install
91899 silly linkStuff uuid@3.2.1 is installed into a global node_modules
91900 verbose linkBins uuid@3.2.1
91901 verbose link bins [ { uuid: './bin/uuid' },
91901 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin',
91901 verbose link bins   false ]
91902 verbose linkMans uuid@3.2.1
91903 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin/uuid is being purged
91904 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/restify/node_modules/.bin/uuid
91905 silly build right-align@0.1.3
91906 info linkStuff right-align@0.1.3
91907 silly linkStuff right-align@0.1.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91908 silly linkStuff right-align@0.1.3 is part of a global install
91909 silly linkStuff right-align@0.1.3 is installed into a global node_modules
91910 verbose linkBins right-align@0.1.3
91911 verbose linkMans right-align@0.1.3
91912 silly build run-async@2.3.0
91913 info linkStuff run-async@2.3.0
91914 silly linkStuff run-async@2.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91915 silly linkStuff run-async@2.3.0 is part of a global install
91916 silly linkStuff run-async@2.3.0 is installed into a global node_modules
91917 verbose linkBins run-async@2.3.0
91918 verbose linkMans run-async@2.3.0
91919 silly build rx@4.1.0
91920 info linkStuff rx@4.1.0
91921 silly linkStuff rx@4.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91922 silly linkStuff rx@4.1.0 is part of a global install
91923 silly linkStuff rx@4.1.0 is installed into a global node_modules
91924 verbose linkBins rx@4.1.0
91925 verbose linkMans rx@4.1.0
91926 silly build rx-lite@4.0.8
91927 info linkStuff rx-lite@4.0.8
91928 silly linkStuff rx-lite@4.0.8 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91929 silly linkStuff rx-lite@4.0.8 is part of a global install
91930 silly linkStuff rx-lite@4.0.8 is installed into a global node_modules
91931 verbose linkBins rx-lite@4.0.8
91932 verbose linkMans rx-lite@4.0.8
91933 silly build rx-lite-aggregates@4.0.8
91934 info linkStuff rx-lite-aggregates@4.0.8
91935 silly linkStuff rx-lite-aggregates@4.0.8 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91936 silly linkStuff rx-lite-aggregates@4.0.8 is part of a global install
91937 silly linkStuff rx-lite-aggregates@4.0.8 is installed into a global node_modules
91938 verbose linkBins rx-lite-aggregates@4.0.8
91939 verbose linkMans rx-lite-aggregates@4.0.8
91940 silly build safe-buffer@5.1.1
91941 info linkStuff safe-buffer@5.1.1
91942 silly linkStuff safe-buffer@5.1.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91943 silly linkStuff safe-buffer@5.1.1 is part of a global install
91944 silly linkStuff safe-buffer@5.1.1 is installed into a global node_modules
91945 verbose linkBins safe-buffer@5.1.1
91946 verbose linkMans safe-buffer@5.1.1
91947 silly build serve-favicon@2.5.0
91948 info linkStuff serve-favicon@2.5.0
91949 silly linkStuff serve-favicon@2.5.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback/node_modules as its parent node_modules
91950 silly linkStuff serve-favicon@2.5.0 is part of a global install
91951 silly linkStuff serve-favicon@2.5.0 is installed into a global node_modules
91952 verbose linkBins serve-favicon@2.5.0
91953 verbose linkMans serve-favicon@2.5.0
91954 silly build safe-json-stringify@1.1.0
91955 info linkStuff safe-json-stringify@1.1.0
91956 silly linkStuff safe-json-stringify@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91957 silly linkStuff safe-json-stringify@1.1.0 is part of a global install
91958 silly linkStuff safe-json-stringify@1.1.0 is installed into a global node_modules
91959 verbose linkBins safe-json-stringify@1.1.0
91960 verbose linkMans safe-json-stringify@1.1.0
91961 silly build safer-buffer@2.1.2
91962 info linkStuff safer-buffer@2.1.2
91963 silly linkStuff safer-buffer@2.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91964 silly linkStuff safer-buffer@2.1.2 is part of a global install
91965 silly linkStuff safer-buffer@2.1.2 is installed into a global node_modules
91966 verbose linkBins safer-buffer@2.1.2
91967 verbose linkMans safer-buffer@2.1.2
91968 silly build iconv-lite@0.4.21
